Run,Type,Flag,StartTime,StopTime,Length,Geometry,Channels,Trigger,T1,T2,T3,T4,Events,LG,HG,Ped,Size,PedRun,TrgRate,Note
1,cosmic,good,2024-03-25 16:00,2024-03-26 09:41,1061,20240322,54,12,0.005,0.005,0.005,0.005,4282,50,50,50,16,4,,
2,cosmic,good,2024-03-26 17:48,2024-04-01 14:14,8426,20240322,54,12,0.005,0.005,0.005,0.005,35579,50,50,50,129,4,,
3,cosmic,good,2024-04-17 19:35,2024-04-18 15:19,1184,20240417,174,12,0.005,0.005,0.005,0.005,4693,50,50,50,51,4,,
4,ptrg,good,2024-04-18 20:43,2024-04-18 20:44,1,20240418,192,0,0.005,0.005,0.005,0.005,41642,50,50,50,451,-1,,
5,cosmic,good,2024-04-18 20:45,2024-04-19 10:29,823,20240418,192,7,0.005,0.005,0.005,0.005,9,50,50,50,1,4,,
6,cosmic,good,2024-04-19 13:20,2024-04-19 14:26,66,20240418,192,131,0.005,0.005,0.005,0.005,1140,50,50,50,13,4,,
7,cosmic,good,2024-04-19 16:19,2024-04-19 21:04,284,20240418,192,28,0.005,0.005,0.005,0.005,5243,50,50,50,57,4,,
8,ptrg,good,2024-04-22 19:08,2024-04-22 19:10,1,20240418,192,0,0.005,0.005,0.005,0.005,100889,50,50,50,364,-1,,single board PTRG (0)
9,ptrg,good,2024-04-22 19:14,2024-04-22 19:16,1,20240418,192,0,0.005,0.005,0.005,0.005,101703,50,50,50,367,-1,,single board PTRG (1)
10,ptrg,good,2024-04-22 19:16,2024-04-22 19:19,2,20240418,192,0,0.005,0.005,0.005,0.005,131937,50,50,50,476,-1,,single board PTRG (2)
11,ptrg,good,2024-04-22 19:20,2024-04-22 19:21,0,20240418,192,0,0.005,0.005,0.005,0.005,102012,50,50,50,1103,-1,,3 boards
12,cosmic,good,2024-04-22 19:26,2024-04-24 09:23,2276,20240418,192,60,0.005,0.005,0.005,0.005,145517,50,50,50,1573,11,,try beam injection 
13,cosmic,good,2024-04-24 09:33,2024-04-24 11:33,120,20240418,192,60,0.005,0.005,0.005,0.005,8551,50,50,50,93,11,,Beam injection finished
14,cosmic,good,2024-04-24 12:00,2024-04-24 18:00,360,20240418,192,60,0.005,0.005,0.005,0.005,15811,50,50,50,171,11,,
15,cosmic,good,2024-04-24 18:00,2024-04-25 00:00,360,20240418,192,60,0.005,0.005,0.005,0.005,63412,50,50,50,686,11,,
16,cosmic,good,2024-04-25 00:00,2024-04-25 06:00,360,20240418,192,60,0.005,0.005,0.005,0.005,320348,50,50,50,3461,11,,
17,cosmic,good,2024-04-25 06:01,2024-04-25 12:01,360,20240418,192,60,0.005,0.005,0.005,0.005,40619,50,50,50,439,11,,
18,cosmic,good,2024-04-25 12:01,2024-04-25 18:01,360,20240418,192,60,0.005,0.005,0.005,0.005,14460,50,50,50,157,11,,
19,cosmic,good,2024-04-25 18:07,2024-04-25 18:09,1,20240418,192,60,0.005,0.005,0.005,0.005,69,50,50,50,1,11,,"test SPECT_TIMING mode, Tref Delay = -100 ns, Tref Window = 200 ns"
20,cosmic,good,2024-04-25 18:35,2024-04-25 18:44,9,20240418,192,60,0.005,0.005,0.005,0.005,500,50,50,50,6,11,,trigger threshold = 0.003 V
21,cosmic,bad,2024-04-25 18:44,2024-04-25 18:45,0,20240418,192,60,0.005,0.005,0.005,0.005,6409,50,50,50,70,11,,trigger threshold = 0.001 V
22,ptrg,good,2024-04-25 18:51,2024-04-25 18:51,0,20240418,192,0,0.005,0.005,0.005,0.005,10874,50,50,50,118,-1,,
23,cosmic,good,2024-04-25 19:00,2024-04-26 01:00,360,20240418,192,60,0.005,0.005,0.005,0.005,466617,50,50,50,5041,22,,collision commissioning
24,cosmic,good,2024-04-26 01:00,2024-04-26 07:00,360,20240418,192,60,0.005,0.005,0.005,0.005,2313008,50,50,50,24988,22,,collision commissioning
25,cosmic,good,2024-04-26 07:00,2024-04-26 13:00,360,20240418,192,60,0.005,0.005,0.005,0.005,754136,50,50,50,8148,22,,
26,cosmic,good,2024-04-26 13:01,2024-04-26 16:02,181,20240418,192,60,0.005,0.005,0.005,0.005,291817,50,50,50,3153,22,,
27,ptrg,good,2024-04-26 16:04,2024-04-26 16:04,0,20240418,192,0,0.005,0.005,0.005,0.005,11258,50,50,100,122,-1,,"LG = 50, HG=50, ped pos = 100"
28,ptrg,good,2024-04-26 17:49,2024-04-26 17:49,0,20240418,192,0,0.005,0.005,0.005,0.005,11894,40,50,100,129,-1,,"LG = 40, HG=50, ped pos = 100"
29,cosmic,good,2024-04-26 18:00,2024-04-26 20:00,120,20240418,192,60,0.005,0.005,0.005,0.005,687875,40,50,100,7.3G,28,,
30,cosmic,good,2024-04-26 20:00,2024-04-26 22:00,119,20240418,192,60,0.005,0.005,0.005,0.005,521891,40,50,100,5.6G,28,,
31,cosmic,good,2024-04-26 22:00,2024-04-27 00:00,120,20240418,192,60,0.005,0.005,0.005,0.005,243211,40,50,100,2628,28,,
32,data,bad,2024-04-27 00:01,2024-04-27 02:01,120,20240418,192,60,0.005,0.005,0.005,0.005,2067383,40,50,100,22335,28,,"Too high trigger rate, unable to rebuild events"
33,data,good,2024-04-27 02:01,2024-04-27 04:01,119,20240418,192,60,0.005,0.005,0.005,0.005,2431993,40,50,100,26274,28,,"Too high trigger rate, unable to rebuild events"
34,data,good,2024-04-27 04:02,2024-04-27 06:02,119,20240418,192,60,0.005,0.005,0.005,0.005,2223604,40,50,100,24023,28,,
35,data,good,2024-04-27 06:02,2024-04-27 08:02,120,20240418,192,60,0.005,0.005,0.005,0.005,2101232,40,50,100,22701,28,,
36,data,good,2024-04-27 08:02,2024-04-27 10:02,120,20240418,192,60,0.005,0.005,0.005,0.005,2780428,40,50,100,30038,28,,
37,data,good,2024-04-27 10:03,2024-04-27 12:03,119,20240418,192,60,0.005,0.005,0.005,0.005,2734219,40,50,100,29539,28,,
38,data,good,2024-04-27 12:03,2024-04-27 14:03,120,20240418,192,60,0.005,0.005,0.005,0.005,2716753,40,50,100,29350,28,,
39,data,good,2024-04-27 14:04,2024-04-27 16:04,120,20240418,192,60,0.005,0.005,0.005,0.005,2291350,40,50,100,24754,28,,
40,data,good,2024-04-27 16:04,2024-04-27 18:04,119,20240418,192,60,0.005,0.005,0.005,0.005,2252301,40,50,100,24333,28,,
41,data,bad,2024-04-27 18:05,2024-04-27 20:05,120,20240418,192,60,0.005,0.005,0.005,0.005,2612132,40,50,100,28220,28,,
42,data,bad,2024-04-27 20:05,2024-04-27 22:05,120,20240418,192,60,0.005,0.005,0.005,0.005,2540824,40,50,100,27450,28,,
43,data,bad,2024-04-27 22:05,2024-04-28 00:05,119,20240418,192,60,0.005,0.005,0.005,0.005,2110813,40,50,100,22814,28,,No Info file
44,cosmic,good,2024-04-28 16:09,2024-04-28 18:09,120,20240418,192,60,0.005,0.005,0.005,0.005,3858,40,50,100,42,28,,No Info file
45,junk,bad,2024-04-29 06:12,2024-04-29 08:12,120,20240418,192,0,0.005,0.005,0.005,0.005,2192981,40,50,100,3,28,,The list file was incomplete
46,cosmic,good,2024-04-29 08:12,2024-04-29 09:48,95,20240418,192,60,0.005,0.005,0.005,0.005,4970,40,50,100,55,28,,No Info file
47,ptrg,good,2024-04-29 10:54,2024-04-29 10:54,0,20240418,192,0,0.005,0.005,0.005,0.005,11059,40,50,100,120,-1,,
48,ptrg,good,2024-04-29 14:06,2024-04-29 14:06,0,20240418,192,0,0.005,0.005,0.005,0.005,11059,40,50,100,120,-1,,
49,ptrg,good,2024-04-29 15:53,2024-04-29 15:54,0,20240429,192,0,0.005,0.005,0.005,0.005,12063,40,50,100,131,-1,,
50,cosmic,good,2024-04-29 16:00,2024-04-29 18:00,120,20240429,192,60,0.005,0.005,0.005,0.005,4953,40,50,100,54,49,,
51,cosmic,good,2024-04-29 18:00,2024-04-29 20:00,120,20240429,192,60,0.005,0.005,0.005,0.005,4687,40,50,100,51,49,,
52,cosmic,good,2024-04-29 20:00,2024-04-29 22:00,119,20240429,192,60,0.005,0.005,0.005,0.005,13171,40,50,100,143,49,,
53,cosmic,bad,2024-04-29 22:01,2024-04-30 00:01,120,20240429,192,60,0.005,0.005,0.005,0.005,256626,40,50,100,2773,49,,collision commissioning
54,data,good,2024-04-30 00:01,2024-04-30 02:01,120,20240429,192,60,0.005,0.005,0.005,0.005,2262424,40,50,100,24442,49,,collision commissioning
55,data,bad,2024-04-30 02:01,2024-04-30 04:01,119,20240429,192,60,0.005,0.005,0.005,0.005,2615162,40,50,100,28253,49,,collision commissioning
56,data,bad,2024-04-30 04:02,2024-04-30 06:02,119,20240429,192,60,0.005,0.005,0.005,0.005,2546929,40,50,100,27515,49,,collision commissioning
57,data,bad,2024-04-30 06:02,2024-04-30 08:02,120,20240429,192,60,0.005,0.005,0.005,0.005,2496197,40,50,100,26967,49,,collision commissioning
58,data,bad,2024-04-30 08:03,2024-04-30 10:03,120,20240429,192,60,0.005,0.005,0.005,0.005,2339237,40,50,100,25272,49,,collision commissioning
59,ptrg,good,2024-04-30 11:21,2024-04-30 11:21,0,20240429,192,0,0.005,0.005,0.005,0.005,11257,40,50,100,122,-1,,"LG = 40, HG=50, ped pos = 100"
60,ptrg,good,2024-04-30 11:40,2024-04-30 11:40,0,20240429,192,0,0.005,0.005,0.005,0.005,11056,40,50,150,120,-1,,"LG = 40, HG=50, ped pos = 150"
61,ptrg,good,2024-04-30 11:44,2024-04-30 11:45,0,20240429,192,0,0.005,0.005,0.005,0.005,11081,40,50,160,120,-1,,"LG = 40, HG=50, ped pos = 160"
62,cosmic,good,2024-04-30 13:07,2024-04-30 18:25,317,20240429,192,6,0.005,0.005,0.005,0.005,49779,40,50,160,538,61,,beam injection at the end
63,data,good,2024-04-30 18:48,2024-04-30 20:48,120,20240429,192,6,0.005,0.1,0.05,0.005,52,40,50,160,1,61,,pp200_production_LowLuminosity; tile 2 = 0.1V; tile 3 = 0.05V
64,data,good,2024-04-30 20:49,2024-04-30 22:49,120,20240429,192,6,0.005,0.1,0.05,0.005,37,40,50,160,1,61,,pp200_production_LowLuminosity; tile 2 = 0.1V; tile 3 = 0.05V
65,data,good,2024-04-30 22:49,2024-05-01 00:49,119,20240429,192,6,0.005,0.005,0.005,0.005,40,40,50,160,1,61,,
66,data,good,2024-05-01 00:49,2024-05-01 02:49,120,20240429,192,6,0.005,0.005,0.005,0.005,37,40,50,160,1,61,,
67,data,good,2024-05-01 02:50,2024-05-01 04:50,120,20240429,192,6,0.005,0.005,0.005,0.005,154,40,50,160,2,61,,
68,data,good,2024-05-01 04:50,2024-05-01 06:50,119,20240429,192,6,0.005,0.005,0.005,0.005,110,40,50,160,2,61,,
69,data,good,2024-05-01 06:51,2024-05-01 08:51,119,20240429,192,6,0.005,0.005,0.005,0.005,41,40,50,160,1,61,,
70,data,good,2024-05-01 08:51,2024-05-01 10:30,99,20240429,192,6,0.005,0.005,0.005,0.005,7,40,50,160,1,61,,
71,ptrg,good,2024-05-01 11:23,2024-05-01 11:23,0,20240429,192,0,0.005,0.005,0.005,0.005,13724,40,50,160,121,-1,,with beam injection
72,data,good,2024-05-01 12:24,2024-05-01 12:27,2,20240429,192,6,0.005,0.01,0.01,0.005,715,40,50,160,8,71,,tile 2 = tile 3 = 0.01 V
73,data,good,2024-05-01 12:28,2024-05-01 12:29,1,20240429,192,6,0.005,0.02,0.02,0.005,51,40,50,160,1,71,,tile 2 = tile 3 = 0.02 V
74,data,good,2024-05-01 12:31,2024-05-01 12:32,0,20240429,192,6,0.005,0.015,0.015,0.005,88,40,50,160,1,71,,tile 2 = tile 3 = 0.015 V
75,data,good,2024-05-01 12:40,2024-05-01 12:41,0,20240429,192,4,0.005,0.005,0.015,0.005,3059,40,50,160,34,71,,tile 3 = 0.015 V
76,data,good,2024-05-01 12:42,2024-05-01 12:43,0,20240429,192,4,0.005,0.005,0.02,0.005,2465,40,50,160,27,71,,tile 3 = 0.02 V
77,data,good,2024-05-01 12:44,2024-05-01 12:45,0,20240429,192,4,0.005,0.005,0.03,0.005,1106,40,50,160,12,71,,tile 3 = 0.03 V
78,data,good,2024-05-01 12:45,2024-05-01 12:46,0,20240429,192,4,0.005,0.005,0.05,0.005,494,40,50,160,6,71,,tile 3 = 0.05 V
79,data,good,2024-05-01 12:46,2024-05-01 12:47,0,20240429,192,4,0.005,0.005,0.1,0.005,303,40,50,160,4,71,,tile 3 = 0.1 V
80,data,bad,2024-05-01 12:48,2024-05-01 12:48,0,20240429,192,2,0.005,0.01,0.005,0.005,8566,40,50,160,93,71,,tile 2 = 0.01 V
81,data,good,2024-05-01 12:49,2024-05-01 12:49,0,20240429,192,2,0.005,0.015,0.005,0.005,7012,40,50,160,76,71,,tile 2 = 0.015 V
82,data,good,2024-05-01 12:50,2024-05-01 12:50,0,20240429,192,2,0.005,0.02,0.005,0.005,2735,40,50,160,30,71,,tile 2 = 0.02 V
83,data,good,2024-05-01 12:51,2024-05-01 12:51,0,20240429,192,2,0.005,0.03,0.005,0.005,944,40,50,160,11,71,,tile 2 = 0.03 V
84,data,good,2024-05-01 12:52,2024-05-01 12:52,0,20240429,192,2,0.005,0.05,0.005,0.005,422,40,50,160,5,71,,tile 2 = 0.05 V
85,data,good,2024-05-01 12:53,2024-05-01 12:53,0,20240429,192,2,0.005,0.1,0.005,0.005,220,40,50,160,3,71,,tile 2 = 0.1 V
86,data,good,2024-05-01 13:03,2024-05-01 15:03,119,20240429,192,4,0.005,0.005,0.1,0.005,43100,40,50,160,466,71,,pp200_production_LowLuminosity; tile 3 = 0.1 V
87,data,good,2024-05-01 15:03,2024-05-01 17:03,120,20240429,192,4,0.005,0.005,0.1,0.005,42991,40,50,160,465,71,,tile 3 = 0.1 V
88,data,good,2024-05-01 17:04,2024-05-01 19:04,120,20240429,192,4,0.005,0.005,0.1,0.005,43881,40,50,160,475,71,,tile 3 = 0.1 V
89,data,good,2024-05-01 19:04,2024-05-01 21:04,119,20240429,192,4,0.005,0.005,0.1,0.005,43519,40,50,160,471,71,,tile 3 = 0.1 V
90,data,good,2024-05-01 21:05,2024-05-01 23:05,120,20240429,192,4,0.005,0.005,0.1,0.005,31853,40,50,160,345,71,,tile 3 = 0.1 V
91,data,bad,2024-05-01 23:05,2024-05-02 01:05,120,20240429,192,4,0.005,0.005,0.1,0.005,31854,40,50,160,1,71,,tile 3 = 0.1 V
92,data,good,2024-05-01 23:06,2024-05-02 01:06,120,20240429,192,4,0.005,0.005,0.1,0.005,29281,40,50,160,317,71,,tile 3 = 0.1 V
93,data,good,2024-05-02 01:06,2024-05-02 03:06,120,20240429,192,4,0.005,0.005,0.1,0.005,43479,40,50,160,470,71,,tile 3 = 0.1 V
94,data,good,2024-05-02 03:06,2024-05-02 05:06,119,20240429,192,4,0.005,0.005,0.1,0.005,43841,40,50,160,474,71,,tile 3 = 0.1 V
95,data,good,2024-05-02 05:07,2024-05-02 07:07,120,20240429,192,4,0.005,0.005,0.1,0.005,42557,40,50,160,460,71,,tile 3 = 0.1 V
96,data,good,2024-05-02 07:07,2024-05-02 09:07,120,20240429,192,4,0.005,0.005,0.1,0.005,42396,40,50,160,459,71,,tile 3 = 0.1 V
97,data,good,2024-05-02 09:07,2024-05-02 11:07,119,20240429,192,4,0.005,0.005,0.1,0.005,29863,40,50,160,323,71,,tile 3 = 0.1 V
98,data,good,2024-05-02 11:08,2024-05-02 13:08,120,20240429,192,4,0.005,0.005,0.1,0.005,0,40,50,160,1,71,,tile 3 = 0.1 V
99,data,good,2024-05-02 13:08,2024-05-02 15:08,120,20240429,192,4,0.005,0.005,0.1,0.005,3,40,50,160,1,71,,tile 3 = 0.1 V
100,ptrg,good,2024-05-02 15:22,2024-05-02 15:22,0,20240429,192,0,0.005,0.005,0.005,0.005,15903,40,50,160,172,-1,,with beam injection
101,cosmic,good,2024-05-02 15:23,2024-05-02 16:41,78,20240429,192,2,0.01,0.005,0.005,0.005,1663,40,50,160,18,100,,tile 2 = 0.01 V; beam injection
102,ptrg,good,2024-05-02 16:44,2024-05-02 16:44,0,20240429,192,0,0.005,0.005,0.005,0.005,15882,30,50,160,172,-1,,"LG=30, HG=50, Ped=160"
103,data,good,2024-05-02 16:50,2024-05-02 18:50,119,20240429,192,4,0.005,0.005,0.005,0.005,44538,30,50,160,482,102,,"LG=30, HG=50, Ped=160"
104,data,good,2024-05-02 18:50,2024-05-02 20:50,120,20240429,192,4,0.005,0.005,0.005,0.005,37717,30,50,160,408,102,,"LG=30, HG=50, Ped=160"
105,data,good,2024-05-02 20:51,2024-05-02 22:51,120,20240429,192,4,0.005,0.005,0.005,0.005,44282,30,50,160,479,102,,"LG=30, HG=50, Ped=160"
106,data,good,2024-05-02 22:51,2024-05-03 00:51,120,20240429,192,4,0.005,0.005,0.005,0.005,43629,30,50,160,472,102,,"LG=30, HG=50, Ped=160"
107,data,good,2024-05-03 00:51,2024-05-03 02:51,119,20240429,192,4,0.005,0.005,0.005,0.005,39539,30,50,160,428,102,,"LG=30, HG=50, Ped=160"
108,data,good,2024-05-03 02:52,2024-05-03 04:52,120,20240429,192,4,0.005,0.005,0.005,0.005,2881,30,50,160,32,102,,"LG=30, HG=50, Ped=160"
109,data,good,2024-05-03 04:52,2024-05-03 06:52,120,20240429,192,4,0.005,0.005,0.005,0.005,968,30,50,160,11,102,,"LG=30, HG=50, Ped=160"
110,data,good,2024-05-03 06:53,2024-05-03 08:53,119,20240429,192,4,0.005,0.005,0.005,0.005,26985,30,50,160,292,102,,"LG=30, HG=50, Ped=160"
111,data,good,2024-05-03 08:53,2024-05-03 10:53,120,20240429,192,4,0.005,0.005,0.005,0.005,48949,30,50,160,529,102,,"LG=30, HG=50, Ped=160"
112,data,good,2024-05-03 10:53,2024-05-03 12:53,120,20240429,192,4,0.005,0.005,0.005,0.005,43315,30,50,160,468,102,,"LG=30, HG=50, Ped=160"
113,data,bad,2024-05-03 12:54,2024-05-03 13:51,56,20240429,192,4,0.005,0.005,0.005,0.005,12300,30,50,160,89,102,,"LG=30, HG=50, Ped=160"
114,ptrg,good,2024-05-03 14:07,2024-05-03 14:07,0,20240429,192,0,0.005,0.005,0.005,0.005,13955,30,50,160,151,-1,,"LG=30, HG=50, Ped=160"
115,cosmic,good,2024-05-03 14:08,2024-05-03 16:35,146,20240429,192,4,0.005,0.005,0.005,0.005,38740,30,50,160,419,114,,"cosmic with beam injection, CAEN unit 1 and 3 trip off during the run"
116,ptrg,good,2024-05-03 16:46,2024-05-03 16:46,0,20240429,192,0,0.005,0.005,0.005,0.005,13119,30,55,160,142,-1,,"LG=30, HG=55, Ped=160"
117,ptrg,good,2024-05-03 16:47,2024-05-03 16:47,0,20240429,192,0,0.005,0.005,0.005,0.005,13475,30,60,160,146,-1,,"LG=30, HG=60, Ped=160"
118,cosmic,good,2024-05-03 16:50,2024-05-03 17:28,37,20240429,192,4,0.005,0.005,0.005,0.005,87083,30,60,160,941,116,,"cosmic with beam injection, CAEN unit 1 and 3 trip off during the run; HG=60"
119,cosmic,good,2024-05-03 17:36,2024-05-03 18:21,45,20240429,192,4,0.005,0.005,0.005,0.005,799,30,55,160,9,116,,"HG=55, Tile 3 = 0.005 V"
120,cosmic,good,2024-05-03 18:30,2024-05-03 19:01,30,20240429,192,4,0.005,0.005,0.005,0.005,3509,30,55,160,38,116,,"cosmic with beam injection, HG=55, Tile 3 = 0.005 V"
121,data,good,2024-05-03 19:07,2024-05-03 19:26,19,20240429,192,4,0.005,0.005,0.005,0.005,14918,30,55,160,162,116,,HG=55
122,data,good,2024-05-03 19:27,2024-05-03 19:44,16,20240429,192,4,0.005,0.005,0.1,0.005,6571,30,55,160,71,116,,"HG=55, tile 3 = 0.1V"
123,data,good,2024-05-03 19:44,2024-05-03 19:45,0,20240429,192,4,0.005,0.005,0.15,0.005,235,30,55,160,3,116,,"HG=55, tile 3 = 0.15V"
124,data,good,2024-05-03 19:46,2024-05-03 21:46,120,20240429,192,4,0.005,0.01,0.2,0.005,8294,30,55,160,90,116,0.04,
125,data,good,2024-05-03 21:46,2024-05-03 23:46,120,20240429,192,4,0.005,0.01,0.2,0.005,8017,30,55,160,87,116,0.04,
126,data,good,2024-05-03 23:46,2024-05-04 01:46,119,20240429,192,4,0.005,0.01,0.2,0.005,8011,30,55,160,87,116,0.04,
127,data,bad,2024-05-04 01:47,2024-05-04 03:47,119,20240429,192,4,0.005,0.01,0.2,0.005,8004,30,55,160,87,116,0.04,
128,data,good,2024-05-04 03:47,2024-05-04 05:47,120,20240429,192,4,0.005,0.01,0.2,0.005,8059,30,55,160,88,116,0.04,
129,data,bad,2024-05-04 05:48,2024-05-04 07:48,120,20240429,192,4,0.005,0.01,0.2,0.005,8194,30,55,160,89,116,0.04,
130,data,good,2024-05-04 07:48,2024-05-04 09:48,119,20240429,192,4,0.005,0.01,0.2,0.005,6935,30,55,160,75,116,0.04,
131,data,good,2024-05-04 09:48,2024-05-04 11:48,120,20240429,192,4,0.005,0.01,0.2,0.005,8939,30,55,160,97,116,0.04,
132,data,good,2024-05-04 11:49,2024-05-04 13:49,120,20240429,192,4,0.005,0.01,0.2,0.005,8154,30,55,160,89,116,0.04,
133,data,good,2024-05-04 13:49,2024-05-04 15:49,119,20240429,192,4,0.005,0.01,0.2,0.005,7856,30,55,160,85,116,0.04,
134,data,good,2024-05-04 15:50,2024-05-04 17:50,120,20240429,192,4,0.005,0.01,0.2,0.005,8223,30,55,160,89,116,0.04,
135,data,good,2024-05-04 17:50,2024-05-04 19:50,120,20240429,192,4,0.005,0.01,0.2,0.005,7394,30,55,160,80,116,0.04,
136,data,good,2024-05-04 19:50,2024-05-04 21:50,119,20240429,192,4,0.005,0.01,0.2,0.005,12726,30,55,160,138,116,0.04,
137,data,good,2024-05-04 21:51,2024-05-04 23:51,119,20240429,192,4,0.005,0.01,0.2,0.005,9380,30,55,160,102,116,0.04,
138,data,good,2024-05-04 23:51,2024-05-05 00:44,53,20240429,192,4,0.005,0.01,0.2,0.005,3916,30,55,160,43,116,0.04,
139,cosmic,good,2024-05-06 09:50,2024-05-06 10:21,31,20240429,192,4,0.005,0.01,0.2,0.005,626,30,55,160,7,116,0.04,
